TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-2.895975963,1,105.0567686,57.12663755,FALSE,36.85027654,8.121488154,0
2,1,-2.904179838,1,102.3702128,52.98297872,FALSE,38.03241797,8.075268926,0
3,1,-2.918962192,1,98.51171875,49.609375,FALSE,41.72914112,8.092291252,0
4,1,-2.923416829,1,96.80620155,48.56589147,FALSE,42.12889963,8.116697129,0
5,1,-2.915846028,1,94.36042403,50.13427562,FALSE,45.69341119,8.225164718,0
6,1,-2.914575066,1,94.03754266,51.82935154,FALSE,47.2418594,8.256436664,0
7,1,-2.907208545,1,94.40425532,52.25531915,FALSE,52.3781254,8.354533397,0
8,1,-2.907387087,1,94.37278107,53.65680473,FALSE,54.23159483,8.339546503,0
9,1,-2.905312643,1,94.85561497,52.44117647,FALSE,60.14838796,8.54222898,0
10,1,-2.905287668,1,95.62148338,49.57289003,FALSE,62.89995935,8.660715336,0
11,1,-2.901959119,1,96.5952381,51.05714286,FALSE,70.1495983,8.807913805,0
12,1,-2.901963886,1,96.44217687,48.71201814,TRUE,73.20073647,9.038571996,0
13,2,-2.847074188,1,79.10775862,42.90086207,FALSE,37.49233335,8.931685139,1
13,3,-3.110569222,1,113.219917,51.96680498,FALSE,37.68127439,8.317994654,1
14,2,-2.941914549,1,81.33333333,43.46666667,FALSE,40.46197563,9.562059001,1
14,3,-0.025538965,1,111.5193133,52.472103,FALSE,40.66850321,7.644089822,1
15,2,-3.024193368,1,83.70588235,42.31372549,FALSE,46.48903029,9.776293099,1
15,3,-0.043770192,1,110.204918,51.74590164,FALSE,47.36998589,7.307250633,1
16,2,-3.037767537,1,84.5037594,42.30075188,FALSE,49.36920004,9.847027864,1
16,3,-0.04055707,1,109.547619,51.93650794,TRUE,50.38190469,7.235782605,1
17,2,-3.056673422,1,85.8683274,42.36654804,FALSE,58.18204781,8.946387496,1
17,4,-0.00080522,1,118.5151515,52.09848485,FALSE,24.60099203,6.978032371,3
17,5,-0.006780321,1,91.15789474,53,FALSE,27.83762944,5.451616914,3
18,2,-3.050416408,1,85.5942029,43.34782609,FALSE,61.06385716,8.394103155,1
18,4,-0.026077454,1,117.5116279,53.33333333,FALSE,26.01300008,6.618719789,3
18,5,-3.12663678,1,88.63559322,54.04237288,FALSE,29.50603235,5.379178912,3
19,2,-3.04373145,1,88.62413793,45.39310345,FALSE,71.14065988,7.29557362,1
19,5,-3.02577995,1,82.97826087,55.3115942,FALSE,32.95615205,6.137129509,3
19,4,-0.029426818,1,114.8467153,55.83211679,FALSE,31.0039412,5.822330916,3
20,2,-3.041644151,1,90.2310231,48.6369637,FALSE,74.48203997,7.51221313,1
20,5,-2.979827612,1,80.91176471,58.19852941,FALSE,35.64346283,6.094366959,3
20,4,-0.001160202,1,113.648855,59.09160305,FALSE,32.55221747,5.424168807,3
21,2,-3.045123256,1,91.63125,48.325,TRUE,82.85116247,7.994951645,1
21,5,-2.911543774,1,76.30434783,57.16770186,FALSE,40.39139898,6.920606192,3
21,4,-3.131064609,1,113.2857143,58.89115646,FALSE,35.57459753,5.41099514,3
22,6,-2.827676828,1,72.39877301,48.42331288,FALSE,39.50241981,6.074197546,2
