TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-2.727872657,1,146.0883392,85.0565371,FALSE,43.05247648,8.67742264,0
2,1,-2.726222256,1,145.8,80.37377049,FALSE,47.1470093,8.677216158,0
3,1,-2.727290861,1,145.1111111,81.14603175,FALSE,48.916803,8.63242491,0
4,1,-2.735198741,1,145.8774929,74.45868946,FALSE,54.11445246,8.624299706,0
5,1,-2.737687138,1,145.5124654,73.58171745,FALSE,55.8354636,8.606396933,0
6,1,-2.740483672,1,145.4473008,71.01028278,FALSE,62.21473677,8.538146077,0
7,1,-2.73889226,1,145.7830189,71.94575472,FALSE,65.97763645,8.889265363,0
8,1,-2.741071826,1,145.3943966,68.90732759,FALSE,73.09666149,8.80694245,0
9,1,-2.743676483,1,144.7202505,69.32776618,TRUE,76.02138704,8.791187196,0
10,2,-2.996402486,1,128.3603239,62.06477733,FALSE,39.98290605,8.368056701,1
10,3,-2.784472486,1,158.8167939,76.64122137,FALSE,43.63439805,8.300186926,1
11,2,-3.009987977,1,128.4596774,62.74596774,FALSE,42.24474835,8.289137532,1
11,3,-2.816742974,1,157.6301887,77.27169811,FALSE,45.75143584,8.532017627,1
12,2,-3.018723534,1,129,60.84848485,FALSE,49.20387658,7.828019341,1
12,3,-2.868483528,1,153.7491749,74.95049505,FALSE,53.6473519,9.227146522,1
13,2,-3.012797272,1,129.835206,61.4494382,TRUE,52.45205692,7.424472208,1
13,3,-2.88165291,1,152.3697749,75.3022508,FALSE,57.28076412,8.975726837,1
14,4,-3.018032175,1,119.2269504,59.86524823,FALSE,24.45735648,7.486135925,2
14,5,-2.901887121,1,146.8057554,64.07194245,FALSE,28.88594986,6.312736758,2
14,3,-2.891390706,1,149.6336336,74.82582583,TRUE,65.83274801,8.245051796,1
15,4,-3.003191665,1,118.4827586,58.85517241,FALSE,26.52241822,7.072063258,2
15,5,-2.895997167,1,146.8129496,63.57553957,FALSE,29.67014637,6.157029076,2
15,6,-2.996392036,1,130.2198582,69.86524823,FALSE,30.6279731,5.929688515,3
15,7,-2.75603084,1,161.1918605,77.4244186,FALSE,31.53532828,7.166193567,3
16,4,-2.982124001,1,118.7933333,58.94,FALSE,31.10013453,6.361393029,2
16,5,-2.830846523,1,150.7169811,65.03144654,FALSE,34.56010849,6.278612967,2
16,6,-2.981020719,1,125.4518072,69.36746988,FALSE,35.19508393,6.195600805,3
16,7,-2.759670237,1,159.701087,77.48369565,FALSE,36.66783241,6.727081082,3
17,4,-2.969211461,1,117.6778523,59.63758389,FALSE,31.93221137,6.124661738,2
17,5,-2.797565814,1,150.6627907,66.21511628,FALSE,37.23984554,6.407241751,2
17,6,-2.964435097,1,122.3563218,69.74137931,FALSE,36.87848597,6.207321972,3
17,7,-2.752419075,1,158.4043716,78.44262295,FALSE,38.05128671,6.41625657,3
18,4,-2.837626962,1,119.779661,58.55367232,FALSE,38.13699466,6.521661554,2
18,5,-2.712385206,1,151.879397,63.77889447,FALSE,43.50703703,6.007716232,2
18,6,-2.805227023,1,121.6926829,68.76097561,FALSE,44.61872133,6.155156144,3
