TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-2.613316428,1,98.10778443,26.47305389,FALSE,32.21233574,6.819329731,0
2,1,-2.625420669,1,95.93589744,23.07692308,FALSE,31.89817061,6.404135986,0
3,2,-2.621180918,2,92.33333333,32.375,FALSE,33.94964052,6.492767957,0
4,2,-2.617252354,2,90.16666667,38.17777778,FALSE,35.80470748,6.620298662,0
5,3,-2.613317801,3,87.56190476,45.52380952,FALSE,38.71026543,7.157893617,0
6,3,-2.618391706,3,86.65384615,47.97008547,FALSE,40.64941582,7.622583018,0
7,3,-2.609718475,3,85.25352113,50.38028169,FALSE,41.53973761,6.775406038,0
8,3,-2.600893957,3,85.04405286,46.18061674,FALSE,42.92375522,6.950611785,0
9,3,-2.587948044,3,84.084,52.184,FALSE,47.57823687,6.995483157,0
10,3,-2.587659287,3,84.07335907,51.00772201,FALSE,48.74613954,7.052272171,0
11,3,-2.577075885,3,83.94827586,51.50689655,FALSE,53.70820899,7.24677545,0
12,3,-2.578512941,3,83.34448161,53.64214047,FALSE,55.62192584,7.222652798,0
13,3,-2.576054527,3,82.99705015,52.27138643,FALSE,62.0187842,7.34781482,0
14,3,-2.565274467,3,82.8027027,55.38648649,FALSE,65.43658474,7.647120142,0
15,3,-2.553476114,3,82.55072464,57.29275362,FALSE,68.72192109,6.923257617,0
16,3,-2.548463414,3,82.30310881,59.60880829,FALSE,73.10123662,7.296853935,0
17,3,-2.532165562,3,82.23923445,57.60526316,FALSE,81.62861844,7.375184088,0
18,3,-2.525976927,3,81.43939394,57.84632035,FALSE,86.2167636,7.839247773,0
19,3,-2.513166827,3,79.99446494,66.21586716,FALSE,96.33153456,8.605675223,0
20,3,-2.507205914,3,78.44846293,68.54249548,FALSE,99.0251567,8.869218885,0
21,3,-2.488866253,3,77.67449664,64.64765101,FALSE,109.3147355,9.712801753,0
22,3,-2.483104049,3,77.07457627,63.11864407,FALSE,111.3589517,10.02818948,0
23,3,-2.456301961,3,77.19526627,65.52218935,FALSE,123.6429663,12.16309769,0
24,3,-2.442823102,3,76.89832869,64.62116992,TRUE,129.2227581,13.24161283,0
25,4,-1.755536684,3,45.31527094,35.48768473,FALSE,40.7667681,6.915751141,3
25,5,-2.453442594,3,88.24102564,73.94871795,FALSE,108.0024529,11.32953776,3
26,4,-1.759687649,3,45.49758454,36.97584541,FALSE,42.98565167,6.984605131,3
26,5,-2.446491306,3,87.83134583,73.77001704,FALSE,110.5686845,11.55641913,3
27,4,-1.772034589,3,45.00873362,45.79475983,FALSE,48.9982074,8.196444182,3
