TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-2.271384173,1,76.91954023,66.78735632,FALSE,32.50252687,7.121285846,0
1,2,-2.549972235,2,98.83941606,80.24087591,FALSE,23.94167581,7.52968132,0
2,1,-2.261623606,1,74.21111111,62.85555556,FALSE,33.16171265,7.270068818,0
2,2,-2.513906488,2,96.0141844,75.95035461,FALSE,24.32081124,7.547590673,0
3,1,-2.268186117,1,70.6,59.64736842,FALSE,34.18569044,7.416165496,0
3,2,-2.448900156,2,92,72.14765101,FALSE,26.04897408,7.542371737,0
4,1,-2.267800058,1,69.14507772,59.18134715,FALSE,35.33588662,7.335359839,0
4,2,-2.449191186,2,90.31818182,71.05194805,FALSE,26.74653237,7.624226182,0
5,1,-2.244093524,1,66.79187817,61.23857868,FALSE,36.97355536,7.122008897,0
5,2,-2.401037316,2,87.13836478,72.05660377,FALSE,28.11497866,7.57572783,0
6,1,-2.242809149,1,65.98963731,62.84455959,FALSE,38.44472733,6.843787894,0
6,2,-2.37954094,2,86.22222222,73.32716049,FALSE,29.73900157,7.363757261,0
7,1,-2.246195238,1,65.79425837,63.90430622,FALSE,43.19395436,6.555187078,0
7,2,-2.352247677,2,84.67251462,72.58479532,FALSE,32.38005981,7.377389926,0
8,1,-2.24739154,1,65.66666667,65.52112676,FALSE,42.66422338,6.716790507,0
8,2,-2.333007717,2,84.57142857,74.05357143,FALSE,32.80890529,7.388574965,0
9,1,-2.25081756,1,66.05454545,65.08636364,FALSE,46.16889614,6.548608136,0
9,2,-2.337318854,2,83.74117647,71.89411765,FALSE,35.83277625,6.957585362,0
10,1,-2.248627244,1,66.28828829,62.29279279,FALSE,47.88036574,6.524643611,0
10,2,-2.341371208,2,83.69832402,68.67597765,FALSE,36.67175176,7.048256933,0
11,1,-2.268082999,1,67.63673469,65.33877551,FALSE,52.75475771,6.653531603,0
11,2,-2.362240765,2,82.94886364,69.05113636,FALSE,39.11358586,6.427787382,0
12,1,-2.273764052,1,67.60483871,63.47580645,FALSE,54.61485377,6.545148997,0
12,2,-2.371682104,2,82.04371585,66.17486339,FALSE,40.02940229,6.363431439,0
13,1,-2.288197844,1,68.34848485,63.84469697,FALSE,60.59569991,7.17415809,0
13,2,-2.374475153,2,80.67027027,64.18918919,FALSE,43.45841246,6.097859343,0
14,1,-2.294131952,1,68.49462366,64.55555556,FALSE,63.25290846,7.528798646,0
14,2,-2.372587155,2,80.12244898,64.2755102,FALSE,44.39235089,6.189811641,0
15,1,-2.320042321,1,70.25951557,64.94463668,FALSE,69.97584629,8.83362146,0
15,2,-2.385711686,2,79.69047619,62.82380952,FALSE,48.12780341,6.355291599,0
16,1,-2.321871488,1,70.45392491,65.09215017,FALSE,72.63354506,9.806681126,0
16,2,-2.380898196,2,79.64678899,62.77981651,FALSE,49.41389128,6.528000737,0
17,1,-2.347040439,1,70.84756098,66.68597561,TRUE,78.38214899,12.37213091,0
17,2,-2.362438376,2,77.94871795,62.52564103,TRUE,54.45351642,6.818243777,0
18,3,-2.08214905,1,56.92258065,53.74193548,FALSE,35.66395857,6.716706857,1
18,4,-2.304841428,2,67.5625,53.77678571,FALSE,26.7747052,5.616153651,2
18,5,-2.566505508,2,85.425,72.15833333,FALSE,26.72865852,5.786856012,2
18,6,-2.666900375,1,82.16666667,80.08045977,FALSE,42.28892377,7.469173748,1
19,3,-2.156620836,1,56.19496855,55.4591195,FALSE,37.87599571,7.84883395,1
19,4,-2.333351961,2,66.54887218,54.92481203,FALSE,30.86435586,5.923041333,2
19,5,-2.687935836,2,84.99253731,74.69402985,FALSE,29.66509111,5.816087889,2
19,6,-2.7250659,1,78.52216749,81.3546798,FALSE,48.87953431,6.265242016,1
20,3,-2.109961298,1,55.80625,57.9625,FALSE,38.62745155,8.402193885,1
20,4,-2.329315004,2,66.83088235,58.44852941,FALSE,31.66481292,6.175252269,2
20,5,-2.71682506,2,86.12142857,78.42857143,FALSE,31.37816985,5.737724055,2
20,6,-2.71356764,1,77.46039604,84.22277228,FALSE,50.00849218,6.088041386,1
21,3,-2.087943564,1,54.7150838,56.84357542,FALSE,42.67128749,9.055782828,1
21,4,-2.306373317,2,65.63380282,57.73943662,FALSE,35.68357726,6.540210934,2
21,6,-2.716264402,1,74.72173913,83.21304348,FALSE,56.02318916,6.337794958,1
21,5,-2.752159353,2,87.19871795,79.01923077,FALSE,36.8075567,5.697672067,2
22,3,-2.055414665,1,54.12568306,57.62295082,FALSE,45.3698393,9.903965698,1
22,4,-2.298781667,2,65.60544218,59.7414966,TRUE,37.36091538,7.310645748,2
22,6,-2.717091877,1,74.45493562,85.12017167,FALSE,58.19156319,6.376079275,1
22,5,-2.771429847,2,88.40880503,81.55345912,FALSE,37.79878584,5.845283444,2
23,3,-1.953472478,1,53.08653846,56.29326923,FALSE,48.64519687,11.97091206,1
23,7,-1.931524651,2,58.87012987,53.48051948,FALSE,19.45769399,5.195415543,4
23,8,-2.578728651,2,71.25974026,68.16883117,FALSE,18.07859947,5.521402036,4
23,6,-2.715264224,1,74.06741573,86.56179775,FALSE,65.76730074,8.005397202,1
23,5,-2.782887246,2,89.19886364,83.86363636,FALSE,42.9985112,6.008898165,2
24,3,-1.963330399,1,52.12217195,57.70135747,FALSE,52.07269011,12.57016111,1
24,7,-1.932556728,2,57.7375,54.1375,FALSE,20.49473521,5.114765751,4
24,8,-2.571311964,2,70.51162791,69.5,FALSE,18.93345898,5.885426643,4
24,6,-2.706062915,1,72.36296296,87.41111111,TRUE,67.62198261,8.287196045,1
24,5,-2.775887508,2,89.04210526,85.35789474,FALSE,44.81299039,6.488224419,2
25,3,-1.920262612,1,51.22619048,54.27380952,FALSE,57.99252677,13.09517539,1
25,7,-1.869982236,2,56.77272727,50.88636364,FALSE,21.9596029,5.223814448,4
25,8,-2.530098898,2,70.18947368,68.90526316,FALSE,20.88671201,5.982069084,4
25,9,-2.381429533,1,58.01351351,80.83783784,FALSE,39.95619378,5.306599,6
25,5,-2.738087372,2,91.1843318,86.16589862,FALSE,50.5562762,8.963861727,2
25,10,-2.736551705,1,87.32283465,92.97637795,FALSE,31.25960854,5.246198149,6
26,3,-1.91468499,1,50.18930041,50.11934156,TRUE,59.66199632,13.65563028,1
