TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-1.676364104,1,74.50308642,45.60802469,TRUE,63.46945643,9.053162797,0
2,2,-1.394897714,1,71.66049383,32.84567901,FALSE,30.47261448,6.996254918,1
2,3,-1.81035461,1,75.47976879,63.55491329,FALSE,30.4322777,7.337901534,1
3,2,-1.349798161,1,71.35625,28.68125,FALSE,32.61258576,6.764835559,1
3,3,-1.710063978,1,75.76836158,59.20903955,FALSE,32.04046095,7.328322246,1
4,2,-1.359440022,1,69.56923077,37.64102564,FALSE,40.17571614,6.538172841,1
4,3,-1.592462651,1,74.98477157,62.99492386,FALSE,37.35488635,7.779918056,1
5,2,-1.350633295,1,69.54773869,36.77386935,FALSE,41.90828097,6.441632353,1
5,3,-1.575272536,1,75.16,61.45,FALSE,39.20802952,7.810302236,1
6,2,-1.353442475,1,68.72463768,38.79227053,FALSE,47.42991161,5.957771325,1
6,3,-1.532404617,1,75.24766355,60.34579439,FALSE,45.08873518,7.719327643,1
7,2,-1.370992386,1,67.9953271,41.42056075,FALSE,50.55720052,5.840474923,1
7,3,-1.527165337,1,74.86098655,61.23318386,FALSE,48.76036265,7.505534247,1
8,2,-1.408044601,1,67.18636364,42.33181818,FALSE,57.1103681,6.073590364,1
8,3,-1.530351976,1,74.70292887,56.93723849,FALSE,56.30784314,6.553439746,1
9,2,-1.42264231,1,66.89150943,45.62735849,FALSE,60.15140447,6.210333431,1
9,3,-1.53342122,1,74.47736626,58.84773663,FALSE,58.95448183,6.601394308,1
10,2,-1.440784144,1,66.59322034,50.27542373,FALSE,65.21734186,7.345455577,1
10,3,-1.520480893,1,74.84375,58.8671875,FALSE,66.26245184,6.641884091,1
11,2,-1.449198507,1,66.22362869,52.89451477,TRUE,67.91949913,7.666392499,1
11,3,-1.514775514,1,74.57034221,60.17870722,TRUE,68.39796951,6.852205035,1
12,4,-1.308502615,1,68.34108527,35.66666667,FALSE,36.30800278,4.842940312,2
12,5,-1.37143603,1,76.07894737,40.01315789,FALSE,37.89530196,5.316450769,3
12,6,-1.672327025,1,64.38655462,69.20168067,FALSE,33.34660369,4.651311434,2
12,7,-1.609471121,1,73.70588235,76.44117647,FALSE,33.50387079,6.043325549,3
13,4,-1.323070089,1,68.00724638,35.29710145,FALSE,38.50825241,4.790378315,2
13,5,-1.37685531,1,75.71153846,39.8974359,FALSE,40.57681002,5.11631344,3
13,6,-1.68745993,1,63.76,70.48,FALSE,35.95515008,4.612502885,2
13,7,-1.581268569,1,73.07042254,77.97887324,FALSE,34.66389098,6.099295906,3
14,4,-1.343815806,1,67.08333333,41.93589744,FALSE,43.41534263,4.99824463,2
14,5,-1.371193708,1,74.84916201,45.63128492,FALSE,46.38787941,5.322528304,3
14,6,-1.666330799,1,62.73509934,81.35761589,FALSE,41.66524152,5.215005353,2
14,7,-1.549440779,1,71.4375,88.075,FALSE,40.86623971,6.942474467,3
15,4,-1.347466269,1,66.19760479,44.14371257,FALSE,46.07086966,5.115901465,2
15,5,-1.373569948,1,73.95833333,47.1875,FALSE,49.1616231,5.601595287,3
15,6,-1.64358746,1,61.48101266,85.18987342,FALSE,44.72728662,5.461130082,2
15,7,-1.528588588,1,70.14371257,91.74850299,FALSE,43.31790139,7.183743862,3
16,4,-1.33948167,1,66.06214689,41.42937853,FALSE,52.28573897,5.285415069,2
16,5,-1.336329797,1,73.72727273,44.06698565,FALSE,55.39962643,6.58346437,3
16,6,-1.742478039,1,60.36571429,82.93142857,FALSE,48.85865326,10.25446054,2
16,7,-1.454717417,1,70.90673575,86.49222798,FALSE,51.05607595,6.30134258,3
17,4,-1.33944807,1,65.45505618,39.84269663,FALSE,54.01374785,5.058896322,2
17,5,-1.328314933,1,72.70386266,43.77253219,FALSE,61.71747234,6.702879512,3
17,6,-1.770234079,1,58.89071038,81.83606557,TRUE,52.18608388,10.653626,2
17,7,-1.410936504,1,70.69194313,84.82938389,TRUE,53.42360347,6.319370969,3
18,4,-1.346834382,1,65.37931034,42.08866995,FALSE,59.39842201,4.850538354,2
18,5,-1.326013328,1,72.28688525,46.82377049,FALSE,71.69312171,5.736330779,3
18,8,-1.190651326,1,74.14285714,69.98095238,FALSE,24.75663101,5.530498098,7
18,9,-1.889718822,1,53.46875,73.20833333,FALSE,27.3088824,4.709728141,6
18,10,-1.363932511,1,60.84259259,96.96296296,FALSE,29.91903996,4.775252576,6
18,11,-1.335888512,1,69.36440678,97.53389831,FALSE,29.8748199,5.417755407,7
19,4,-1.348722316,1,65.15816327,40.62755102,TRUE,60.37826504,4.572372904,2
19,5,-1.314721177,1,71.92885375,45.10671937,FALSE,74.22971431,5.957236945,3
19,8,-1.185686251,1,73.96396396,68.08108108,FALSE,26.85666809,5.399256799,7
19,9,-1.832460853,1,52.76699029,72.93203883,FALSE,27.96209571,4.820462653,6
19,10,-1.334146678,1,60.42982456,96.54385965,FALSE,31.41541944,4.773511375,6
19,11,-1.324720868,1,69.09448819,96.33070866,FALSE,31.6177418,5.452774573,7
20,5,-1.311565322,1,71.87142857,45.79642857,TRUE,88.16051669,5.269456731,3
20,12,-1.318495092,1,68.82727273,25.9,FALSE,33.17470626,4.596605487,4
20,13,-1.303529722,1,61.61764706,56.7254902,FALSE,32.10928186,4.260881412,4
20,8,-1.316614002,1,76.08130081,62.95121951,FALSE,32.11715954,5.240819044,7
20,9,-1.731336821,1,52.14159292,74.95575221,FALSE,31.8744101,5.147983737,6
20,10,-1.238225661,1,61.23622047,96.4015748,FALSE,36.85772453,4.714246449,6
20,11,-1.24114867,1,70.20714286,94.95714286,FALSE,36.7969672,5.071925582,7
21,14,-1.352357374,1,76.8373494,27.46987952,FALSE,44.01918403,5.345318815,5
