TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-0.537758633,1,130.4453125,56.109375,FALSE,24.499756,6.747051074,0
1,2,-3.13674878,2,105.8947368,60.51879699,FALSE,25.89661037,6.572493467,0
1,3,-2.643076091,3,136.1136364,86.93181818,FALSE,54.33820228,6.736602364,0
1,4,-2.477582491,4,75.53030303,89.88636364,FALSE,24.05029537,7.085934903,0
1,5,-2.017821617,5,89.61290323,109.1209677,FALSE,23.51817875,6.834855347,0
2,1,-0.56514465,1,131.0298507,56.61940299,FALSE,25.52438841,6.781929627,0
2,2,-3.134423677,2,106.5862069,60.93793103,FALSE,25.34930443,7.309262717,0
2,3,-2.638612207,3,135.9852399,86.94833948,FALSE,56.07269366,6.765348391,0
2,4,-2.503242863,4,75.97709924,90.19083969,FALSE,23.88200332,7.019440862,0
2,5,-2.03488753,5,90.03125,109.7109375,FALSE,24.24959949,6.817579161,0
3,1,-0.593213167,1,130.2992701,58.08029197,FALSE,25.78159978,6.914966246,0
3,2,-0.007865008,2,105.4926471,62.47058824,FALSE,26.36471576,6.629168937,0
3,3,-2.634047501,3,134.9018182,88.17090909,TRUE,56.92551025,6.714919499,0
3,4,-2.569385189,4,75.375,91.47794118,FALSE,25.24887118,6.93679116,0
3,5,-2.08963351,5,89.00769231,111.0538462,FALSE,24.42648364,6.961953077,0
4,1,-0.6373412,1,131.3333333,61.17391304,FALSE,25.94015149,6.867726804,0
4,2,-0.049005894,2,107.0136986,65.19863014,FALSE,26.23794369,7.171415223,0
4,6,-2.658945328,3,124.3357143,84.35,FALSE,27.00169141,6.672092931,3
4,4,-2.61738904,4,77.48507463,94.70149254,FALSE,25.51088085,6.709651098,0
4,7,-2.59977471,3,147.3138686,97.26277372,FALSE,26.28795471,6.756425218,3
4,5,-2.196352069,5,89.30232558,113.4573643,FALSE,24.77747356,6.787759527,0
5,1,-0.662664391,1,130.248227,62.45390071,FALSE,26.53795766,6.861904198,0
5,2,-0.083405772,2,106.1111111,66.02083333,FALSE,26.72469259,6.874081551,0
5,6,-2.642225058,3,122.8345324,84.8057554,FALSE,27.48933678,6.562345566,3
5,4,-2.629793216,4,76.77272727,95.59848485,FALSE,26.28343484,6.472741917,0
