TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
1,1,-0.445164545,1,100.5774648,79.95774648,FALSE,53.51793382,8.835857537,0
1,2,-3.124722962,2,54.75213675,130.7051282,FALSE,35.10418914,8.560814671,0
2,1,-0.456056454,1,100.3626943,74.94300518,FALSE,59.41250948,8.880151549,0
2,2,-3.10930353,2,54.8968254,126.0793651,FALSE,38.79194333,8.496109261,0
3,1,-0.460256132,1,99.79353234,75.38308458,FALSE,61.85540407,9.064350326,0
3,2,-3.098591912,2,54.24264706,126.9080882,FALSE,40.71109448,8.680616904,0
4,1,-0.480371249,1,100.6938776,67.82539683,FALSE,68.42680937,9.403647959,0
4,2,-3.106387826,2,54.14527027,120.0540541,FALSE,44.91268361,8.676246738,0
5,1,-0.491125004,1,100.4043011,66.76989247,FALSE,72.2038319,9.505857266,0
5,2,-3.110757292,2,53.71854305,119.1854305,FALSE,46.61735499,8.624503314,0
6,1,-0.508511549,1,101.5764706,63.32745098,FALSE,80.01856005,9.791819112,0
6,2,-0.017245639,2,52.67628205,117.0608974,FALSE,51.92374207,9.065813856,0
7,1,-0.517817536,1,101.8676471,63.78308824,FALSE,85.45114823,10.10870043,0
7,2,-0.048111211,2,52.01149425,118.0488506,FALSE,55.04558783,10.47220616,0
8,1,-0.54031401,1,101.473064,59.503367,FALSE,96.07069621,10.42201005,0
8,2,-0.049370883,2,50.78645833,114.7760417,FALSE,61.17983889,11.6473972,0
9,1,-0.545602102,1,101.0554675,59.69730586,FALSE,100.3827265,10.69942242,0
9,2,-0.037861484,2,50.93877551,115.2933673,FALSE,62.75180372,11.85622378,0
10,1,-0.559478612,1,99.4964539,60.06950355,FALSE,112.0701977,11.00742947,0
10,2,-0.048823329,2,49.92488263,115.9037559,FALSE,69.57181285,13.30796126,0
11,1,-0.561585275,1,98.6204576,61.32705249,TRUE,118.701138,10.8908403,0
11,2,-0.058852552,2,49.75336323,117.0112108,FALSE,73.6591516,14.2334735,0
12,3,-0.609481089,1,120.8,44.82168675,FALSE,68.55125757,9.666759289,1
12,4,-0.502785643,1,74.0104712,74.04712042,FALSE,60.05223259,9.999787311,1
12,2,-0.09547703,2,47.59349593,115.953252,TRUE,79.35520642,17.14426953,0
13,3,-0.577653009,1,119.6713287,45.1981352,FALSE,71.62539567,10.90651198,1
13,4,-0.479023206,1,74.9575,73.895,FALSE,64.41049952,10.68467366,1
13,5,-2.787683206,2,64.60337553,114.1308017,FALSE,41.42561973,7.804351347,2
13,6,-0.409489184,2,30.66539924,118.4828897,FALSE,43.36525512,11.06569095,2
14,3,-0.510832668,1,117.3401826,45.42465753,FALSE,79.59417096,12.24461353,1
14,4,-0.430527098,1,76.32273839,73.68215159,FALSE,72.15890129,10.82335091,1
14,5,-2.775441283,2,63.25210084,113.4033613,FALSE,46.70826005,7.185118149,2
14,6,-0.299506252,2,32.01532567,118.3371648,FALSE,46.6176755,13.52011269,2
15,3,-0.488347351,1,114.5464602,44.80309735,TRUE,83.95741655,12.08458362,1
15,4,-0.416878052,1,76.48705882,72.24235294,FALSE,77.21367365,10.90343916,1
15,5,-2.772938691,2,61.24390244,112.1097561,FALSE,50.00562089,6.999464925,2
15,6,-0.260138339,2,31.39781022,117.5948905,TRUE,49.10171761,14.53043475,2
16,7,-0.550487051,1,128.034749,36.70656371,FALSE,45.11673858,7.82197471,3
16,8,-0.186958161,1,93.74537037,55.38425926,FALSE,50.53065496,6.157898446,3
16,4,-0.387620806,1,79.05934066,71.57802198,TRUE,88.57059027,11.60722052,1
16,5,-2.787576578,2,58.83587786,111.2862595,FALSE,57.25838754,6.610932794,2
16,9,-2.772662668,2,46.80769231,115.8153846,FALSE,28.57918612,6.071433944,6
16,10,-0.709906301,2,21.85093168,120.0807453,FALSE,28.40939149,7.318786037,6
17,7,-0.516424802,1,126.0224719,37.57677903,FALSE,47.60023431,7.58788296,3
17,8,-0.181346669,1,92.90950226,55.85067873,FALSE,53.11756092,6.008351133,3
17,11,-0.205991195,1,98.11231884,63.72463768,FALSE,54.17036846,6.893363537,4
17,12,-0.619481219,1,59.48660714,79.96428571,FALSE,37.44474955,8.384272436,4
17,5,-2.801431048,2,56.515625,111.765625,TRUE,61.1584818,6.442615227,2
17,10,-0.72598431,2,20.20359281,120.9401198,FALSE,29.18045367,7.409070484,6
